CODELISTNAME,RANK,CODEDVALUE,TRANSLATED,TYPE,CODELISTDICTIONARY,CODELISTVERSION,ORDERNUMBER,sourcedataset,sourcevariable,sourcevalue,sourcetype
LOC,810,RIB 9,RIB 9,text,SDTM Terminology,10/6/2014,,,,,character
LOC,811,RIGHT ATRIAL ENDOCARDIUM,RIGHT ATRIAL ENDOCARDIUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,812,RIGHT CORONARY ARTERY OSTIUM,RIGHT CORONARY ARTERY OSTIUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,813,"RIGHT CORONARY ARTERY, RIGHT POSTERIOR DESCENDING, RIGHT POSTERIOLATERAL AND ACUTE MARGINAL BRANCHES","RIGHT CORONARY ARTERY, RIGHT POSTERIOR DESCENDING, RIGHT POSTERIOLATERAL AND ACUTE MARGINAL BRANCHES",text,SDTM Terminology,10/6/2014,,,,,character
LOC,814,RIGHT POSTERIOR ATRIOVENTRICULAR ARTERY,RIGHT POSTERIOR ATRIOVENTRICULAR ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,815,RIGHT POSTERIOR DESCENDING ARTERY,RIGHT POSTERIOR DESCENDING ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,816,RIGHT VENTRICULAR BRANCH,RIGHT VENTRICULAR BRANCH,text,SDTM Terminology,10/6/2014,,,,,character
LOC,817,RIGHT VENTRICULAR ENDOCARDIUM,RIGHT VENTRICULAR ENDOCARDIUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,818,SACRAL TUBEROSITY,SACRAL TUBEROSITY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,819,SACRAL VERTEBRA,SACRAL VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,820,SACROILIAC JOINT,SACROILIAC JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,821,SACRUM,SACRUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,822,SALIVARY GLAND,SALIVARY GLAND,text,SDTM Terminology,10/6/2014,,,,,character
LOC,823,"SALIVARY GLAND, SUBLINGUAL","SALIVARY GLAND, SUBLINGUAL",text,SDTM Terminology,10/6/2014,,,,,character
LOC,824,SAPHENOUS VEIN,SAPHENOUS VEIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,825,SCALP,SCALP,text,SDTM Terminology,10/6/2014,,,,,character
LOC,826,SCAPHOID BONE,SCAPHOID BONE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,827,SCAPHOID-CAPITATE JOINT,SCAPHOID-CAPITATE JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,828,SCAPHOID-LUNATE JOINT,SCAPHOID-LUNATE JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,829,SCAPHOID-LUNATE-CAPITATE JOINT,SCAPHOID-LUNATE-CAPITATE JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,830,SCAPHOID-RADIUS JOINT,SCAPHOID-RADIUS JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,831,SCAPHOID-TRAPEZIUM JOINT,SCAPHOID-TRAPEZIUM JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,832,SCAPHOID-TRAPEZOID JOINT,SCAPHOID-TRAPEZOID JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,833,SCAPULA,SCAPULA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,834,SCIATIC NERVE,SCIATIC NERVE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,835,SCLERA,SCLERA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,836,SCROTUM,SCROTUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,837,SEBACEOUS GLAND,SEBACEOUS GLAND,text,SDTM Terminology,10/6/2014,,,,,character
LOC,838,SECOND DIAGONAL BRANCH ARTERY,SECOND DIAGONAL BRANCH ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,839,SECOND LEFT POSTEROLATERAL BRANCH ARTERY,SECOND LEFT POSTEROLATERAL BRANCH ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,840,SECOND OBTUSE MARGINAL BRANCH ARTERY,SECOND OBTUSE MARGINAL BRANCH ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,841,SECOND RIGHT POSTEROLATERAL ARTERY,SECOND RIGHT POSTEROLATERAL ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,842,SEMINAL VESICLE,SEMINAL VESICLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,843,SEMITENDINOSUS MUSCLE,SEMITENDINOSUS MUSCLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,844,SENSORIMOTOR CORTEX,SENSORIMOTOR CORTEX,text,SDTM Terminology,10/6/2014,,,,,character
LOC,845,SHIN,SHIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,846,SHOULDER,SHOULDER,text,SDTM Terminology,10/6/2014,,,,,character
LOC,847,SHOULDER JOINT,SHOULDER JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,848,SINUS,SINUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,849,SKIN,SKIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,850,SKIN BETWEEN EYEBROWS,SKIN BETWEEN EYEBROWS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,851,SKIN OF THE AXILLA,SKIN OF THE AXILLA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,852,SKIN OF THE BACK,SKIN OF THE BACK,text,SDTM Terminology,10/6/2014,,,,,character
LOC,853,SKIN OF THE BUTTOCK,SKIN OF THE BUTTOCK,text,SDTM Terminology,10/6/2014,,,,,character
LOC,854,SKIN OF THE CHIN,SKIN OF THE CHIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,855,SKIN OF THE FACE,SKIN OF THE FACE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,856,SKIN OF THE FINGER,SKIN OF THE FINGER,text,SDTM Terminology,10/6/2014,,,,,character
LOC,857,SKIN OF THE HAND,SKIN OF THE HAND,text,SDTM Terminology,10/6/2014,,,,,character
LOC,858,SKIN OF THE HEAD,SKIN OF THE HEAD,text,SDTM Terminology,10/6/2014,,,,,character
LOC,859,SKIN OF THE LIP,SKIN OF THE LIP,text,SDTM Terminology,10/6/2014,,,,,character
LOC,860,SKIN OF THE NECK,SKIN OF THE NECK,text,SDTM Terminology,10/6/2014,,,,,character
LOC,861,SKIN OF THE THIGH,SKIN OF THE THIGH,text,SDTM Terminology,10/6/2014,,,,,character
LOC,862,SKIN OF THE TRUNK,SKIN OF THE TRUNK,text,SDTM Terminology,10/6/2014,,,,,character
LOC,863,SKULL,SKULL,text,SDTM Terminology,10/6/2014,,,,,character
LOC,864,"SKULL, BASE","SKULL, BASE",text,SDTM Terminology,10/6/2014,,,,,character
LOC,865,SMALL INTESTINE,SMALL INTESTINE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,866,SMALL SAPHENOUS VEIN,SMALL SAPHENOUS VEIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,867,SOFT PALATE,SOFT PALATE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,868,SOFT TISSUE,SOFT TISSUE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,869,SOLE,SOLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,870,SOLEUS MUSCLE,SOLEUS MUSCLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,871,SPINAL ACCESSORY NERVE,SPINAL ACCESSORY NERVE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,872,SPINAL CORD,SPINAL CORD,text,SDTM Terminology,10/6/2014,,,,,character
LOC,873,SPINOUS PROCESS,SPINOUS PROCESS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,874,SPLEEN,SPLEEN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,875,"SPLEEN, HILUM","SPLEEN, HILUM",text,SDTM Terminology,10/6/2014,,,,,character
LOC,876,SPLENIC ARTERY,SPLENIC ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,877,SPLENIC HILAR LYMPH NODE,SPLENIC HILAR LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,878,SPLENIC LYMPH NODE,SPLENIC LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,879,SPLENIC VEIN,SPLENIC VEIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,880,STERNAL MANUBRIUM,STERNAL MANUBRIUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,881,STERNOCLAVICULAR JOINT,STERNOCLAVICULAR JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,882,STERNUM,STERNUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,883,STOMACH,STOMACH,text,SDTM Terminology,10/6/2014,,,,,character
LOC,884,STRIATUM,STRIATUM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,885,SUBCARINAL LYMPH NODE,SUBCARINAL LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,886,SUBCLAVIAN ARTERY,SUBCLAVIAN ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,887,SUBCLAVIAN VEIN,SUBCLAVIAN VEIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,888,SUBCUTIS,SUBCUTIS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,889,SUBGLOTTIS,SUBGLOTTIS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,890,SUBLINGUAL REGION,SUBLINGUAL REGION,text,SDTM Terminology,10/6/2014,,,,,character
LOC,891,SUBMANDIBULAR GLAND,SUBMANDIBULAR GLAND,text,SDTM Terminology,10/6/2014,,,,,character
LOC,892,SUBMANDIBULAR LYMPH NODE,SUBMANDIBULAR LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,893,SUBMENTAL LYMPH NODE,SUBMENTAL LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,894,SUBSTANTIA NIGRA,SUBSTANTIA NIGRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,895,SUBTALAR JOINT,SUBTALAR JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,896,SUDORIFEROUS GLAND,SUDORIFEROUS GLAND,text,SDTM Terminology,10/6/2014,,,,,character
LOC,897,SUPERFICIAL FEMORAL ARTERY,SUPERFICIAL FEMORAL ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,898,SUPERFICIAL LYMPH NODE,SUPERFICIAL LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,899,SUPERIOR PUBIC RAMUS,SUPERIOR PUBIC RAMUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,900,SUPERIOR VENA CAVA,SUPERIOR VENA CAVA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,901,SUPRACLAVICULAR FOSSA,SUPRACLAVICULAR FOSSA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,902,SUPRACLAVICULAR LYMPH NODE,SUPRACLAVICULAR LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,903,SUPRAGLOTTIS,SUPRAGLOTTIS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,904,SUPRAPUBIC REGION,SUPRAPUBIC REGION,text,SDTM Terminology,10/6/2014,,,,,character
LOC,905,SUPRARENAL AORTA,SUPRARENAL AORTA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,906,SUPRATENTORIAL BRAIN,SUPRATENTORIAL BRAIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,907,SYMPATHETIC GANGLIA,SYMPATHETIC GANGLIA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,908,SYNOVIAL FLUID,SYNOVIAL FLUID,text,SDTM Terminology,10/6/2014,,,,,character
LOC,909,T1 VERTEBRA,T1 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,910,T10 VERTEBRA,T10 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,911,T11 VERTEBRA,T11 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,912,T12 VERTEBRA,T12 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,913,T2 VERTEBRA,T2 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,914,T3 VERTEBRA,T3 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,915,T4 VERTEBRA,T4 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,916,T5 VERTEBRA,T5 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,917,T6 VERTEBRA,T6 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,918,T7 VERTEBRA,T7 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,919,T8 VERTEBRA,T8 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,920,T9 VERTEBRA,T9 VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,921,TALUS,TALUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,922,TARSAL JOINT,TARSAL JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,923,TARSUS BONE,TARSUS BONE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,924,TEMPLE,TEMPLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,925,TEMPORAL ARTERY,TEMPORAL ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,926,TEMPORAL BONE,TEMPORAL BONE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,927,TEMPORAL LOBE,TEMPORAL LOBE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,928,TEMPOROMANDIBULAR JOINT,TEMPOROMANDIBULAR JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,929,TENTORIUM CEREBELLI,TENTORIUM CEREBELLI,text,SDTM Terminology,10/6/2014,,,,,character
LOC,930,TESTIS,TESTIS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,931,THALAMUS,THALAMUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,932,THIGH,THIGH,text,SDTM Terminology,10/6/2014,,,,,character
LOC,933,THIRD DIAGONAL BRANCH ARTERY,THIRD DIAGONAL BRANCH ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,934,THIRD OBTUSE MARGINAL BRANCH ARTERY,THIRD OBTUSE MARGINAL BRANCH ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,935,THIRD POSTEROLATERAL DESCENDING ARTERY,THIRD POSTEROLATERAL DESCENDING ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,936,THIRD RIGHT POSTEROLATERAL ARTERY,THIRD RIGHT POSTEROLATERAL ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,937,THORACIC AORTA,THORACIC AORTA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,938,THORACIC ARTERY,THORACIC ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,939,THORACIC CAVITY,THORACIC CAVITY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,940,THORACIC LYMPH NODE,THORACIC LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,941,THORACIC SPINE,THORACIC SPINE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,942,THORACIC VERTEBRA,THORACIC VERTEBRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,943,THORAX,THORAX,text,SDTM Terminology,10/6/2014,,,,,character
LOC,944,THROAT,THROAT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,945,THYMUS GLAND,THYMUS GLAND,text,SDTM Terminology,10/6/2014,,,,,character
LOC,946,THYROID GLAND,THYROID GLAND,text,SDTM Terminology,10/6/2014,,,,,character
LOC,947,THYROID GLAND ISTHMUS,THYROID GLAND ISTHMUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,948,"THYROID GLAND, LEFT LOBE","THYROID GLAND, LEFT LOBE",text,SDTM Terminology,10/6/2014,,,,,character
LOC,949,"THYROID GLAND, RIGHT LOBE","THYROID GLAND, RIGHT LOBE",text,SDTM Terminology,10/6/2014,,,,,character
LOC,950,TIBIA,TIBIA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,951,TIBIA SHAFT,TIBIA SHAFT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,952,TIBIAL-CRURAL PERIPHERAL ARTERY,TIBIAL-CRURAL PERIPHERAL ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,953,TIBIALIS ANTERIOR MUSCLE,TIBIALIS ANTERIOR MUSCLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,954,TIBIO-PERONEAL TRUNK,TIBIO-PERONEAL TRUNK,text,SDTM Terminology,10/6/2014,,,,,character
LOC,955,TOE,TOE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,956,TOENAIL,TOENAIL,text,SDTM Terminology,10/6/2014,,,,,character
LOC,957,TONGUE,TONGUE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,958,TONSIL,TONSIL,text,SDTM Terminology,10/6/2014,,,,,character
LOC,959,TOOTH,TOOTH,text,SDTM Terminology,10/6/2014,,,,,character
LOC,960,TOOTH CANAL,TOOTH CANAL,text,SDTM Terminology,10/6/2014,,,,,character
LOC,961,TRACHEA,TRACHEA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,962,TRACHEOBRONCHIAL TREE,TRACHEOBRONCHIAL TREE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,963,TRANSVERSE TARSAL JOINT,TRANSVERSE TARSAL JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,964,TRAPEZIAL BONE,TRAPEZIAL BONE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,965,TRAPEZIUM-TRAPEZOID JOINT,TRAPEZIUM-TRAPEZOID JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,966,TRAPEZIUS MUSCLE,TRAPEZIUS MUSCLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,967,TRAPEZOID BONE,TRAPEZOID BONE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,968,TRAPEZOID-CAPITATE JOINT,TRAPEZOID-CAPITATE JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,969,TRIANGULAR BONE,TRIANGULAR BONE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,970,TRIANGULAR-HAMATE JOINT,TRIANGULAR-HAMATE JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,971,TRIANGULAR-LUNATE JOINT,TRIANGULAR-LUNATE JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,972,TRICUSPID VALVE,TRICUSPID VALVE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,973,TRICUSPID VALVE ANNULUS,TRICUSPID VALVE ANNULUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,974,"TRICUSPID VALVE, ANTERIOR CUSP","TRICUSPID VALVE, ANTERIOR CUSP",text,SDTM Terminology,10/6/2014,,,,,character
LOC,975,"TRICUSPID VALVE, POSTERIOR ANNULUS","TRICUSPID VALVE, POSTERIOR ANNULUS",text,SDTM Terminology,10/6/2014,,,,,character
LOC,976,"TRICUSPID VALVE, POSTERIOR CUSP","TRICUSPID VALVE, POSTERIOR CUSP",text,SDTM Terminology,10/6/2014,,,,,character
LOC,977,"TRICUSPID VALVE, SEPTAL CUSP","TRICUSPID VALVE, SEPTAL CUSP",text,SDTM Terminology,10/6/2014,,,,,character
LOC,978,TRIGEMINAL NERVE,TRIGEMINAL NERVE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,979,TROCHANTER,TROCHANTER,text,SDTM Terminology,10/6/2014,,,,,character
LOC,980,TROCHLEAR NERVE,TROCHLEAR NERVE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,981,TRUNK,TRUNK,text,SDTM Terminology,10/6/2014,,,,,character
LOC,982,TUNICA INTIMA,TUNICA INTIMA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,983,TYMPANIC MEMBRANE,TYMPANIC MEMBRANE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,984,ULNA,ULNA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,985,ULNA SHAFT,ULNA SHAFT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,986,UMBILICAL CORD,UMBILICAL CORD,text,SDTM Terminology,10/6/2014,,,,,character
LOC,987,UMBILICUS,UMBILICUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,988,UNCINATE PROCESS OF PANCREAS,UNCINATE PROCESS OF PANCREAS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,989,UPPER CERVICAL LYMPH NODE,UPPER CERVICAL LYMPH NODE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,990,UPPER RESPIRATORY SYSTEM,UPPER RESPIRATORY SYSTEM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,991,UPPER URINARY SYSTEM,UPPER URINARY SYSTEM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,992,URACHAL TRACT,URACHAL TRACT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,993,URETER,URETER,text,SDTM Terminology,10/6/2014,,,,,character
LOC,994,URETERIC ORIFICE,URETERIC ORIFICE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,995,URETHRA,URETHRA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,996,"URETHRA, ANTERIOR","URETHRA, ANTERIOR",text,SDTM Terminology,10/6/2014,,,,,character
LOC,997,"URETHRA, PENILE","URETHRA, PENILE",text,SDTM Terminology,10/6/2014,,,,,character
LOC,998,"URETHRA, POSTERIOR","URETHRA, POSTERIOR",text,SDTM Terminology,10/6/2014,,,,,character
LOC,999,"URETHRA, PROSTATIC","URETHRA, PROSTATIC",text,SDTM Terminology,10/6/2014,,,,,character
LOC,1000,URINARY SYSTEM,URINARY SYSTEM,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1001,UTERINE ARTERY,UTERINE ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1002,UTERUS,UTERUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1003,UVEA,UVEA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1004,VAGINA,VAGINA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1005,VAGUS NERVE,VAGUS NERVE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1006,VAS DEFERENS,VAS DEFERENS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1007,VASTUS INTERMEDIUS MUSCLE,VASTUS INTERMEDIUS MUSCLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1008,VASTUS LATERALIS MUSCLE,VASTUS LATERALIS MUSCLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1009,VASTUS MEDIALIS MUSCLE,VASTUS MEDIALIS MUSCLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1010,VEIN,VEIN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1011,VENA CAVA,VENA CAVA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1012,VENOUS SINUS,VENOUS SINUS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1013,VERTEBRAL ARTERY,VERTEBRAL ARTERY,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1014,VERTEBRAL COLUMN,VERTEBRAL COLUMN,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1015,VESTIBULOCOCHLEAR NERVE,VESTIBULOCOCHLEAR NERVE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1016,VOCAL CORD,VOCAL CORD,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1017,VOMER,VOMER,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1018,VULVA,VULVA,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1019,VULVOVAGINAL REGION,VULVOVAGINAL REGION,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1020,WAIST,WAIST,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1021,WALDEYER'S TONSILLAR RING,WALDEYER'S TONSILLAR RING,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1022,WARDS TRIANGLE,WARDS TRIANGLE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1023,WRIST JOINT,WRIST JOINT,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1024,XIPHOID PROCESS,XIPHOID PROCESS,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1025,LUMBAR SPINE SEGMENT 1,LUMBAR SPINE SEGMENT 1,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1026,RETROGASTRIC,RETROGASTRIC,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1027,LIVER SEGMENT 1,LIVER SEGMENT 1,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1028,LIVER SEGMENT 2,LIVER SEGMENT 2,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1029,LIVER SEGMENT 3,LIVER SEGMENT 3,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1030,LIVER SEGMENT 4,LIVER SEGMENT 4,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1031,LIVER SEGMENT 5,LIVER SEGMENT 5,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1032,LIVER SEGMENT 4A,LIVER SEGMENT 4A,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1033,LIVER SEGMENT 4B,LIVER SEGMENT 4B,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1034,LIVER SEGMENT 7-8,LIVER SEGMENT 7-8,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1035,LIVER SEGMENT 8,LIVER SEGMENT 8,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1036,LIVER AT THE JUNCTION SEGMENT IV & II,LIVER JUNCTION OF SEGMENT 4 & 2,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1037,LIVER BETWEEN LEFT AND RIGHT LOBE,LIVER BETWEEN LEFT AND RIGHT LOBE,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1038,LIVER BORDER OF SEGMENT 4 AND 5,LIVER BORDER OF SEGMENT 4 AND 5,text,SDTM Terminology,10/6/2014,,,,,character
LOC,1039,LIVER DOME,LIVER DOME,text,SDTM Terminology,10/6/2014,,,,,character
LRISCIND,1,N,N,text,SDTM Terminology,10/6/2014,,,,,character
LRISCIND,2,U,U,text,SDTM Terminology,10/6/2014,,,,,character
LRISCIND,3,Y,Y,text,SDTM Terminology,10/6/2014,,,,,character
LRVCLIND,1,N,N,text,SDTM Terminology,10/6/2014,,,,,character
LRVCLIND,2,U,U,text,SDTM Terminology,10/6/2014,,,,,character
LRVCLIND,3,Y,Y,text,SDTM Terminology,10/6/2014,,,,,character
MEDEVAL,1,ADJUDICATOR,ADJUDICATOR,text,SDTM Terminology,10/6/2014,,,,,character
MEDEVAL,2,ADJUDICATOR 1,ADJUDICATOR 1,text,SDTM Terminology,10/6/2014,,,,,character
MEDEVAL,3,ADJUDICATOR 2,ADJUDICATOR 2,text,SDTM Terminology,10/6/2014,,,,,character
MEDEVAL,4,ADJUDICATOR 3,ADJUDICATOR 3,text,SDTM Terminology,10/6/2014,,,,,character
MEDEVAL,5,CARDIOLOGIST,CARDIOLOGIST,text,SDTM Terminology,10/6/2014,,,,,character
MEDEVAL,6,CLINICAL PATHOLOGIST,CLINICAL PATHOLOGIST,text,SDTM Terminology,10/6/2014,,,,,character
